Dates,FTSEPrice,MSCIPrice,VWOBid,VWOAsk,VWOPrice,EMFBid,EMFAsk,EMFVolume,EMFOI,FMEMOI,FMEMVolume,EMFPrice,FMEMBid,FMEMAsk,FMEMTrade,VWOAdjBid,VWOAdjAsk,VWOAdjPrice,EMFAdjBid,EMFAdjAsk,EMFAdjPrice,FMEMAdjBid,FMEMAdjAsk,FMEMAdjPrice,VWOBuy10DRet,VWOSell10DRet,VWOTrade10DRet,EMFBuy10DRet,EMFSell10DRet,EMFTrade10DRet,FMEMBuy10DRet,FMEMSell10DRet,FMEMTrade10DRet,EMFBuyHedge,EMFSellHedge,EMFTradeHedge,FMEMBuyHedge,FMEMSellHedge,FMEMTradeHedge,EMFvsFMEM_BuyHedge,EMFvsFMEM_SellHedge,EMFvsFMEM_TradeHedge,FTSE10DRet,FTSE10PRet
6/13/2014,520.64,1049.14,43.61,43.55,43.63,511.8,513,1,1,211225,41988,517.35,1049.8,1052.6,1051.7,52332,52260,52356,51180,51300,51735,52490,52630,52585,-420,516,-504,#VALUE!,#VALUE!,-175,-465,290,-390,#VALUE!,#VALUE!,-329,51,-130,-114,#VALUE!,#VALUE!,215,-172,-0.003103196
6/16/2014,518.82,1046.28,43.33,43.33,43.4,511.8,513,2,1,200286,83526,513,1030.1,1038.9,1036.7,51996,51996,52080,51180,51300,51300,51505,51945,51835,-240,240,-228,255,-455,260,155,-1245,200,495,-695,-488,395,-1485,-428,100,-790,60,203,0.002088127
6/17/2014,517.21,1043.53,43.36,43.28,43.35,510.7,512.35,13,3,268579,85858,512.35,1036,1039.3,1038.4,52032,51936,52020,51070,51235,51235,51800,51965,51920,288,-96,240,#VALUE!,#VALUE!,325,450,-770,610,#VALUE!,#VALUE!,-85,354,-482,-370,#VALUE!,#VALUE!,-285,432,0.005749677
6/18/2014,518.29,1044.57,43.86,43.83,43.96,517.1,518.55,3,14,297090,56111,517.1,1048.6,1051,1048.2,52632,52596,52752,51710,51855,51710,52430,52550,52410,-60,192,-120,365,-625,510,240,-460,420,557,-685,-630,432,-520,-540,125,165,90,753,-0.004373933
6/19/2014,521.27,1049.94,43.59,43.59,43.6,514.9,515.6,41,8,317341,46302,514.95,1035,1044,1041.3,52308,52308,52320,51490,51560,51495,51750,52200,52065,504,-336,528,#VALUE!,#VALUE!,895,925,-1500,1120,#VALUE!,#VALUE!,-367,589,-996,-592,#VALUE!,#VALUE!,-225,575,-0.002620474
6/20/2014,518.99,1043.86,43.61,43.52,43.63,514.9,515.4,11,48,319171,16605,514.95,1037.6,1040.2,1039.4,52332,52224,52356,51490,51540,51495,51880,52010,51970,#VALUE!,#VALUE!,492,#VALUE!,#VALUE!,895,#VALUE!,#VALUE!,535,#VALUE!,#VALUE!,-403,#VALUE!,#VALUE!,-43,#VALUE!,#VALUE!,360,860,0.004945618
6/23/2014,517.63,1042.33,43.41,43.33,43.45,513.45,514.4,1,16,321593,13529,514.9,1036.1,1038.5,1037.5,52092,51996,52140,51345,51440,51490,51805,51925,51875,924,-804,852,#VALUE!,-1410,1150,#VALUE!,#VALUE!,1220,#VALUE!,-486,-298,#VALUE!,#VALUE!,-368,#VALUE!,#VALUE!,-70,1125,-0.005209635
6/24/2014,520.19,1048.14,42.93,43,43.02,513.2,514.05,56,6,322717,20605,514.05,1036.5,1039.9,1037.7,51516,51600,51624,51320,51405,51405,51825,51995,51885,1092,-1188,1464,1020,-1170,1135,880,-1140,965,-168,-78,329,-308,-48,499,-140,30,-170,868,0.00297596
6/25/2014,517.48,1041.78,43.11,42.99,43.12,514.6,514.75,50,62,324978,17343,514.1,1037.6,1040.9,1039.7,51732,51588,51744,51460,51475,51410,51880,52045,51985,1416,-1248,1344,1325,-1395,1330,1120,-1620,1195,77,21,14,-128,-204,149,-51,-183,-135,967,-0.000192671
6/26/2014,519.02,1046.81,43.09,43.05,43.14,514.85,515.3,35,107,323856,13164,514.1,1037.2,1042.4,1040.9,51708,51660,51768,51485,51530,51410,51860,52120,52045,1020,-936,960,890,-1050,1125,635,-1170,870,-46,-30,-165,-301,-150,90,-255,-120,75,898,0.003719263
6/27/2014,518.92,1046.18,43.2,43.18,43.21,515.9,517.05,#N/A N/A,92,324904,14292,515.6,1043.3,1044,1043.9,51840,51816,51852,51590,51705,51560,52165,52200,52195,960,-876,996,830,-1055,975,575,-810,675,-46,-95,21,-301,150,321,-255,-55,-300,824,0.001305558
6/30/2014,520.85,1050.78,43.13,43.13,43.21,515.55,516.35,10,85,334661,18334,515.6,1042,1055,1040.7,51756,51756,51852,51555,51635,51560,52100,52750,52035,1428,-1356,1368,1240,-1440,1315,150,-1400,1225,-116,-12,53,-1206,28,143,-1090,-16,-90,881,0.008225797
7/1/2014,521.53,1051.39,43.52,43.44,43.55,522.2,523.35,#N/A N/A,45,327074,12949,NA,1048.3,1051.4,1050.6,52224,52128,52260,52220,52335,51560,52415,52570,52530,984,-828,924,#VALUE!,#VALUE!,1315,550,-795,690,#VALUE!,#VALUE!,-391,-278,189,234,#VALUE!,#VALUE!,157,963,0.00228215
7/2/2014,525.82,1060.57,43.78,43.7,43.86,522.2,523.35,19,35,318351,15410,522.2,1055.8,1057.8,1056.6,52536,52440,52632,52220,52335,52220,52790,52890,52830,840,-744,720,725,-955,840,310,-960,585,-19,-115,-120,-434,-120,135,-415,-5,-15,611,0.003529278
7/3/2014,527.02,1062.18,44.01,43.87,44.04,524.25,527.55,#N/A N/A,49,317618,12110,523.9,1062.5,1065,1063.7,52812,52644,52848,52425,52755,52390,53125,53250,53185,-384,564,-576,#VALUE!,#VALUE!,-205,-1250,715,-790,#VALUE!,#VALUE!,-371,-686,331,214,#VALUE!,#VALUE!,157,199,-1.89E-05
7/4/2014,527.59,1062.4,NA,NA,NA,524.25,527.55,11,43,318356,1406,523.9,#N/A N/A,#N/A N/A,1050.1,52920,52896,52848,52425,52755,52390,52875,52965,52505,#VALUE!,#VALUE!,288,#VALUE!,#VALUE!,490,#VALUE!,#VALUE!,685,#VALUE!,#VALUE!,-202,#VALUE!,#VALUE!,-397,#VALUE!,#VALUE!,-195,206,-0.003252217
7/7/2014,528.88,1064.33,44.1,44.08,44.16,524.25,527.55,#N/A N/A,35,321088,11647,526.4,#N/A N/A,#N/A N/A,1061.9,52920,52896,52992,52425,52755,52640,52875,52965,53095,372,-348,336,265,#VALUE!,380,#VALUE!,#VALUE!,280,-83,#VALUE!,-44,#VALUE!,#VALUE!,56,#VALUE!,#VALUE!,-12,86,0.001612444
7/8/2014,528.87,1064.73,43.91,43.92,44.24,524.25,524.9,6,13,322243,12371,525.4,1057.5,1059.3,1057,52692,52704,53088,52425,52490,52540,52875,52965,52850,1116,-1068,756,1085,-1270,1035,820,-1075,1035,17,-154,-279,-248,41,-279,-231,113,0,665,-0.001590909
7/9/2014,527.15,1060.93,44.17,44.15,44.24,528,528.55,11,19,322982,10172,527.4,1063.3,1070,1063.6,53004,52980,53088,52800,52855,52740,53165,53500,53180,852,-852,828,745,-920,860,305,-745,690,-107,-68,-32,-547,107,138,-440,-39,-106,1022,0.004742393
7/10/2014,528,1062.37,43.9,43.87,43.94,524.2,525.35,10,15,327653,18476,525.35,1055.1,1060.6,1058.3,52680,52644,52728,52420,52535,52535,52755,53030,52915,1452,-1344,1404,1285,-1520,1285,#VALUE!,#VALUE!,1220,-59,-68,119,#VALUE!,#VALUE!,184,#VALUE!,#VALUE!,-65,1150,0.002832005
7/11/2014,527.16,1058.67,43.98,43.93,44.04,525.35,526.45,10,25,328241,12461,525.35,1055.5,1059.5,1057.4,52776,52716,52848,52535,52645,52535,52775,52975,52870,1164,-1104,1080,995,-1225,1225,940,-1470,1070,-109,-61,-145,-164,-306,10,-55,-245,135,1049,0.001449657
7/14/2014,529.66,1063.66,44.32,44.26,44.35,528.75,529.95,#N/A N/A,27,330550,8302,528.75,1058,1070,1065.2,53184,53112,53220,52875,52995,52875,52900,53500,53260,1056,-912,960,945,-1185,1065,695,-1525,1070,33,-129,-105,-217,-469,-110,-184,-340,-5,759,-0.005489444
7/15/2014,531.16,1066.35,44.26,44.21,44.32,528.65,529.5,3,17,333541,17096,528.75,1062.4,1064.2,1064.4,53112,53052,53184,52865,52950,52875,53120,53210,53220,624,-468,540,515,-695,690,665,-875,755,47,-71,-150,197,-251,-215,-150,-180,-65,572,0.001209807
7/16/2014,531.93,1066.83,44.4,44.4,44.46,530.6,531.75,46,20,338488,11727,530.6,1064,1075,1068.3,53280,53280,53352,53060,53175,53060,53200,53750,53415,120,-48,96,70,-300,315,-145,-560,295,22,-180,-219,-193,-440,-199,-171,-260,20,297,0.000169924
7/17/2014,529.01,1062.59,43.55,43.54,43.56,520.75,521.85,#N/A N/A,66,343074,18813,521.85,1040,1048.2,1047.9,52260,52248,52272,52075,52185,52185,52000,52410,52395,216,-156,264,120,-325,235,#VALUE!,#VALUE!,335,-36,-109,29,#VALUE!,#VALUE!,-71,#VALUE!,#VALUE!,-42,-59,0.010911013
7/18/2014,529.65,1063.26,44.23,44.16,44.28,528.8,529.95,2,66,344354,11404,528.8,1062.1,1065.4,1063.8,53076,52992,53136,52880,52995,52880,53105,53270,53190,-216,372,-324,-465,255,-370,-335,-395,-95,-93,39,46,37,-611,-229,56,-572,-183,-343,0.003454586
7/21/2014,529.74,1063.26,44.39,44.39,44.44,530.2,531.4,#N/A N/A,68,344730,13151,530.2,1066.1,1068.9,1067.5,53268,53268,53328,53020,53140,53020,53305,53445,53375,102,-12,84,#VALUE!,#VALUE!,-510,-695,-310,225,#VALUE!,#VALUE!,594,-707,-208,-141,#VALUE!,#VALUE!,453,122,0.003963749
7/22/2014,535.52,1074.48,44.85,44.8,44.87,535.75,536.95,40,64,345050,13337,535.75,1075.7,1079,1077.7,53820,53760,53844,53575,53695,53575,53785,53950,53885,-1188,1344,-1224,-1335,1120,-1050,-1185,105,-1115,9,-68,-174,159,-1083,-109,-150,-1015,65,-762,-0.003429101
7/23/2014,537.37,1077.7,44.86,44.88,44.93,536,537.2,7,104,346434,9415,536,1076.1,1078.2,1077.4,53832,53856,53916,53600,53720,53600,53805,53910,53870,-1656,1656,-1620,-1640,1405,-1470,-1650,1255,-1480,16,-251,-150,6,-401,-140,10,-150,10,-1227,-0.000743978
7/24/2014,539.5,1080.85,45.08,45.02,45.11,538.2,539.4,20,71,348317,15534,538.2,#N/A N/A,#N/A N/A,1082.7,54096,54024,54132,53820,53940,53820,53915,54245,54135,-2064,2172,-2148,-2125,1895,-1895,#VALUE!,#VALUE!,-1955,47,-169,-253,#VALUE!,#VALUE!,-193,#VALUE!,#VALUE!,60,-1675,-0.000688692
7/25/2014,537.65,1078.69,44.9,44.9,44.94,536.4,537.6,2,37,348000,17272,537.6,1078.3,1084.9,1078.8,53880,53880,53928,53640,53760,53760,53915,54245,53940,-1344,1488,-1392,-1505,1270,-1505,-1735,1240,-1290,-17,-74,113,-247,-104,-102,-230,-30,11,-1703,-0.003687975
7/28/2014,537.25,1079.24,45.14,45.08,45.15,539.4,540.6,#N/A N/A,39,361325,22295,539.4,1083.9,1088.5,1086.6,54168,54096,54180,53940,54060,53940,54195,54425,54330,-804,888,-852,-970,750,-850,-1150,695,-930,-82,-54,-2,-262,-109,78,-180,-55,-76,-852,-0.012114414
7/29/2014,536.88,1080.54,44.73,44.65,44.77,534.65,535.6,2,39,360002,10511,535.65,1077.5,1079.9,1079.5,53676,53580,53724,53465,53560,53565,53875,53995,53975,-276,372,-324,-495,280,-475,-590,275,-505,-123,4,151,-218,-1,181,-95,3,-30,-677,-0.004163355
7/30/2014,534.9,1078.75,44.5,44.44,44.54,532.45,533.6,7,41,351067,26192,533.75,1072.1,1075.2,1074.2,53400,53328,53448,53245,53360,53375,53605,53760,53710,204,-132,168,30,-205,15,-225,-645,-25,-102,-1,153,-357,-441,193,-255,-440,-40,-236,0.009007639
7/31/2014,528.42,1065.77,43.72,43.68,43.78,523.05,524,1,44,346007,27776,524.2,#N/A N/A,#N/A N/A,1054.6,52464,52416,52536,52305,52400,52420,52935,53500,52730,1152,-1080,1104,1025,-1180,995,#VALUE!,#VALUE!,1035,-55,-28,109,#VALUE!,#VALUE!,69,#VALUE!,#VALUE!,40,467,-0.005763146
8/1/2014,526.22,1060.13,43.98,43.92,44.01,525.3,526.25,#N/A N/A,38,350597,27690,525.1,1058.7,1070,1061.9,52776,52704,52812,52530,52625,52510,52935,53500,53095,792,-744,756,715,-885,905,#VALUE!,#VALUE!,575,-29,-93,-149,#VALUE!,#VALUE!,181,#VALUE!,#VALUE!,-32,828,-0.005304035
8/4/2014,530.96,1069.3,44.475,44.4,44.51,523.6,524.55,22,37,356509,31375,NA,1055,1072.3,1072,53370,53280,53412,52360,52455,52510,52750,53615,53600,768,-690,708,#VALUE!,#VALUE!,1310,55,-1500,535,#VALUE!,#VALUE!,-602,-635,-732,173,#VALUE!,#VALUE!,429,580,-0.004475338
8/5/2014,527.9,1063.11,43.81,43.73,43.85,523.6,524.55,46,59,354790,28967,525.25,1055.3,1073.6,1055.4,52572,52476,52620,52360,52455,52525,52765,53680,52770,1884,-1728,1752,1685,-1860,1575,625,-1675,1620,-43,24,177,-1103,209,132,-1060,-185,45,1244,-0.004074605
8/6/2014,525.1,1056.77,43.5,43.48,43.58,520.8,521.95,#N/A N/A,61,340902,35504,521.3,1045.2,1051,1047.8,52200,52176,52296,52080,52195,52130,52260,52550,52390,2100,-2004,2016,1845,-2040,1970,1465,-2220,1920,-159,60,46,-539,-120,96,-380,-60,-50,1596,0.015577581
8/7/2014,522.75,1051.22,43.3,43.27,43.32,518.15,519.25,1,35,339027,24725,519.25,1041.3,1044.3,1043.6,51960,51924,51984,51815,51925,51925,52065,52215,52180,2304,-2220,2316,2035,-2230,2175,1835,-2075,1870,-185,74,141,-385,229,446,-200,-155,-305,1827,0.002610028
8/8/2014,520.62,1045.51,43.78,43.66,43.78,522.55,523.7,5,24,336288,20280,522.55,1050.2,1053.5,1053,52536,52392,52536,52255,52370,52255,52510,52675,52650,1596,-1428,1572,1440,-1560,1585,1130,-1640,1270,12,36,-13,-298,-44,302,-286,-8,-289,1980,0.004583954
8/11/2014,528.73,1061.41,44.41,44.4,44.44,530.9,531.9,13,29,344648,33254,530.9,1065.5,1070,1068,53292,53280,53328,53090,53190,53090,53275,53500,53400,1164,-1104,1104,975,-1115,1060,580,-1095,950,-129,49,44,-524,69,154,-395,-20,-110,1356,0.001032786
8/12/2014,530.11,1064.42,44.42,44.42,44.5,530.65,531.85,5,38,348120,19359,530.9,1068.1,1072,1069.4,53304,53304,53400,53065,53185,53090,53405,53600,53470,1440,-1380,1392,1305,-1505,1380,925,-1345,1180,-75,-65,12,-455,95,212,-380,-30,-200,1287,0.002644957
8/13/2014,532.54,1070.87,44.61,44.61,44.68,533.9,534.5,49,43,342141,30445,533.9,1070.7,1085,1073.7,53532,53532,53616,53390,53450,53390,53535,54250,53685,1488,-1428,1500,1315,-1405,1375,530,-1400,1215,-113,83,125,-898,88,285,-785,-5,-160,1352,0.004228251
8/14/2014,533.09,1072.37,44.64,44.62,44.7,534.25,534.85,26,85,343058,14419,534.15,1073.1,1083.8,1075.3,53568,53544,53640,53425,53485,53415,53655,54190,53765,972,-936,960,780,-955,965,#VALUE!,#VALUE!,615,-156,17,-5,#VALUE!,#VALUE!,345,#VALUE!,#VALUE!,-340,923,0.006669648
8/15/2014,534.5,1074.51,44.58,44.6,44.64,533.4,534.15,16,72,344670,15846,534.15,#N/A N/A,#N/A N/A,1073.4,53496,53520,53568,53340,53415,53415,53670,54250,53670,960,-864,948,745,-905,830,#VALUE!,#VALUE!,620,-119,55,118,#VALUE!,#VALUE!,328,#VALUE!,#VALUE!,-210,853,0.001332494
8/18/2014,536.76,1077.07,45.04,45.05,45.1,538.2,539.4,10,43,344507,11959,538.2,1073.4,1085,1082.7,54048,54060,54120,53820,53940,53820,53670,54250,54135,#VALUE!,#VALUE!,396,#VALUE!,#VALUE!,425,#VALUE!,#VALUE!,155,#VALUE!,#VALUE!,-29,#VALUE!,#VALUE!,241,#VALUE!,#VALUE!,-212,827,-7.39E-05
8/19/2014,540.34,1084.45,45.3,45.25,45.31,541.4,542.2,39,47,344626,12656,541,1086.1,1088.8,1087.8,54360,54300,54372,54140,54220,54100,54305,54440,54390,288,-132,204,85,-280,205,-265,25,-145,-47,8,-1,-397,313,349,-350,-305,-348,438,-0.001109016
8/20/2014,541.06,1085.08,45.23,45.17,45.26,540.4,541.2,22,76,345869,13271,541,1080.3,1089.6,1086.2,54276,54204,54312,54040,54120,54100,54015,54480,54310,1296,-1116,1224,1045,-1200,1065,#VALUE!,#VALUE!,675,-71,96,159,#VALUE!,#VALUE!,549,#VALUE!,#VALUE!,-390,1208,0.003460272
8/21/2014,541.02,1081.93,45.19,45.15,45.25,539.6,540.45,21,71,346570,16206,541,1081,1082.8,1081,54228,54180,54300,53960,54045,54100,54050,54140,54050,1080,-960,1044,925,-1090,955,160,-995,810,-35,-10,89,-800,85,234,-765,-75,-145,1102,0.001272382
8/22/2014,540.42,1083.07,44.99,44.97,45.09,538.1,538.15,54,84,346473,12344,538.4,1076.1,1083,1078.4,53988,53964,54108,53810,53815,53840,53805,54150,53920,1824,-1692,1680,1625,-1750,1600,615,-1505,1340,-67,74,80,-1077,319,340,-1010,-245,-260,1050,0.0056724
8/25/2014,542.29,1085.29,45.37,45.33,45.36,541.65,542.05,#N/A N/A,109,346739,8970,541.5,1081.6,1087.4,1087,54444,54396,54432,54165,54205,54150,54080,54370,54350,744,-708,804,680,-750,855,165,-575,315,-28,-6,-51,-543,169,489,-515,-163,-438,781,-0.006849064
8/26/2014,542.98,1087.77,45.62,45.57,45.66,544.9,545.7,32,89,346164,11711,544.7,1090.5,1095,1093,54744,54684,54792,54490,54570,54470,54525,54750,54650,-216,324,-240,-335,165,-145,-820,215,-645,-11,-51,-95,-496,-1,405,-485,50,-310,274,0.00130919
8/27/2014,546.06,1093.74,45.85,45.8,45.93,547.65,547.95,16,72,347332,11446,547.65,1095.6,1098.7,1098,55020,54960,55116,54765,54795,54765,54780,54935,54900,-732,780,-816,-840,695,-695,-1305,795,-1115,-60,-37,-121,-525,63,299,-465,-26,-178,-756,0.003112167
8/28/2014,542.32,1086.98,45.43,45.42,45.5,542.65,543.8,14,56,345734,12439,543.8,#N/A N/A,#N/A N/A,1087.6,54516,54504,54600,54265,54380,54380,54220,54935,54380,-660,768,-732,-800,635,-750,#VALUE!,#VALUE!,-925,-32,-25,18,#VALUE!,#VALUE!,193,#VALUE!,#VALUE!,-175,-537,0.015457483
8/29/2014,543.03,1087.88,45.4,45.3,45.43,541.6,542.45,75,55,343364,33526,542.45,1084.4,1098.7,1085.8,54480,54360,54516,54160,54245,54245,54220,54935,54290,-1248,1428,-1356,-1355,1190,-1315,-3130,895,-1430,73,-58,-41,-1702,-353,74,-1629,-295,-33,-1124,-0.001988647
9/1/2014,545.03,1090.57,NA,NA,NA,543.05,544.2,50,128,343364,2331,NA,#N/A N/A,#N/A N/A,1085.8,54588,54492,54516,54305,54420,54245,54175,54280,54290,#VALUE!,#VALUE!,-1524,#VALUE!,#VALUE!,-1525,#VALUE!,#VALUE!,-1695,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,171,#VALUE!,#VALUE!,-170,-1604,-0.002028838
9/2/2014,544.72,1086.73,45.49,45.41,45.48,543.05,544.2,12,153,337660,25405,543.05,1083.5,1085.6,1084.9,54588,54492,54576,54305,54420,54305,54175,54280,54245,-936,1068,-936,-1090,895,-975,-1490,880,-1055,-22,-41,39,-422,-56,119,-400,-15,-80,-1718,-0.001488419
9/3/2014,553.14,1100.98,46.25,46.16,46.28,551.65,552.4,34,95,342427,19587,551.65,#N/A N/A,#N/A N/A,1099.7,55500,55392,55536,55165,55240,55165,54300,55045,54985,-2352,2544,-2412,-2450,2335,-2235,#VALUE!,#VALUE!,-2280,94,-17,-177,#VALUE!,#VALUE!,-132,#VALUE!,#VALUE!,45,-2191,-0.007962189
9/4/2014,552.04,1100.23,46.05,45.99,46.12,549.7,550.5,119,121,342041,29419,550.55,1086,1100.9,1097.2,55260,55188,55344,54970,55050,55055,54300,55045,54860,-2028,2148,-2076,#VALUE!,#VALUE!,-1725,-2255,1340,-2065,#VALUE!,#VALUE!,-351,-107,-688,-11,#VALUE!,#VALUE!,340,-2221,-0.013230228
9/5/2014,550.92,1096.83,46.49,46.4,46.49,554.4,555.6,10,212,340153,31788,554.4,1095.3,1106.2,1105.2,55788,55680,55788,55440,55560,55440,54765,55310,55260,-2916,3096,-3024,#VALUE!,#VALUE!,-2591,-3060,2260,-2820,#VALUE!,#VALUE!,-433,36,-656,-204,#VALUE!,#VALUE!,229,-2243,-0.002878366
9/8/2014,550.1,1094.99,45.95,45.96,46.03,548.85,549.15,#N/A N/A,87,340125,24890,550.05,1090.7,1093.1,1093.3,55140,55152,55236,54885,54915,55005,54535,54655,54665,-3168,3228,-3204,-3325,3180,-2015,-3130,2840,-3080,-97,12,-1189,98,-328,-124,-1,-316,1065,-2878,-0.009609833
9/9/2014,545.72,1087.54,45.39,45.35,45.46,542.35,543.25,39,87,330741,44278,543.25,1078.6,1086.2,1080.1,54468,54420,54552,54235,54325,54325,53930,54310,54005,-2772,2928,-2916,-3130,2935,-3025,-3310,2155,-2680,-202,163,109,-382,-617,-236,-180,-454,-127,-2822,-0.005265236
9/10/2014,538.5,1075.22,45.19,45.2,45.25,539.55,540.7,12,126,308429,47552,540.7,1072.6,1079.7,1075.7,54228,54240,54300,53955,54070,54070,53630,53985,53785,-2328,2400,-2400,-2010,1835,-2010,-2005,1510,-1730,390,-493,-390,395,-818,-670,-5,-325,-280,-1965,-0.002741073
